Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Start date,End date,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga
Kekkaishi,"Fantasy,Supernatural",10137,13237,5.69,1,30 sec.,TV ,Oct 2006 , Feb 2008,111689,8.0,736.0,568.0,29836.0,345,"Feb  18, 2004 to Apr  6, 2011",['Shounen'],Shounen Sunday,"Tanabe, Yellow (Story & Art)",True
Mou Ippon!,"Slice of Life,Sports",/A,11486,,Unknown,Unknown,TV ,Jan 2023 , Apr 2023,23246,7.38,3916.0,12691.0,1210.0,Unknown,"Oct  18, 2018 to ?",['Shounen'],Shounen Champion (Weekly),"Muraoka, Yuu (Story & Art)",True
Mononogatari,"Action,Supernatural",/A,10348,,Unknown,Unknown,TV ,Jan 2023 , Mar 2023,67107,7.28,4951.0,6583.0,2843.0,100,"Apr  15, 2014 to Jun  19, 2023",['Seinen'],Ultra Jump,Onigunsou (Story & Art),True
Spy Kyoushitsu,"Action,Comedy,Mystery,Romance",/A,20139,,Unknown,Unknown,TV ,Jan 2023 , Mar 2023,146654,7.7,1699.0,4449.0,4381.0,Unknown,"Jan  18, 2020 to ?",[],,"Tomari (Art), Takemachi (Story)",True
Mushikaburi-hime,"Drama,Romance",/A,19908,,Unknown,Unknown,TV ,Oct 2022 , Dec 2022,73848,7.1,7266.0,4699.0,4123.0,Unknown,"Aug  28, 2018 to ?",['Josei'],Comic ZERO-SUM,"Kikuta, Yui (Art), Yui (Story)",True
Akuyaku Reijou nanode Last Boss wo Kattemimashita,"Comedy,Fantasy,Romance",/A,6826,,Unknown,Unknown,TV ,Oct 2022 , Dec 2022,173950,7.52,2759.0,1239.0,15002.0,15,"Jun  26, 2018 to Aug  26, 2019",[],Comp Ace,"Nagase, Sarasa (Story), Yuzu, Anko (Art)",True
Cool Doji Danshi,"Comedy,Slice of Life",/A,19532,,Unknown,Unknown,TV ,Oct 2022 , Mar 2023,94045,7.88,1044.0,2930.0,6778.0,Unknown,"Jun  22, 2019 to ?",[],,"Nata, Kokone (Story & Art)",True
Sugar Apple Fairy Tale,"Adventure,Fantasy,Romance",/A,12365,,Unknown,Unknown,TV ,Jan 2023 , Mar 2023,115241,7.62,2092.0,9402.0,1821.0,Unknown,"Apr  1, 2010 to Feb  1, 2015",[],,"Aki (Art), Mikawa, Miri (Story)",True
Helck,"Action,Fantasy",/A,19671,,Unknown,Unknown,TV ,Jul 2023 , Dec 2023,94636,8.19,436.0,438.0,38116.0,111,"May  5, 2014 to Dec  18, 2017",[],Ura Sunday,"Nanao, Nanaki (Story & Art)",True
Lv1 Maou to One Room Yuusha,"Comedy,Fantasy",/A,19828,,Unknown,Unknown,TV ,Jul 2023 , Sep 2023,72767,7.45,3309.0,6981.0,2645.0,Unknown,"Mar  1, 2019 to ?",[],Comic Fuz,toufu (Story & Art),True
Kuro no Shoukanshi,"Action,Fantasy",/A,19798,,Unknown,Unknown,TV ,Jul 2022 , Sep 2022,234585,7.25,5327.0,6237.0,3013.0,Unknown,"Jun  25, 2016 to ?",[],,"Kurogin (Art), Mayoidoufu (Story)",True
Kumichou Musume to Sewagakari,"Comedy,Slice of Life",/A,4727,,Unknown,Unknown,TV ,Jul 2022 , Sep 2022,223540,7.69,1733.0,2582.0,7643.0,Unknown,"Jun  5, 2018 to ?",[],Comic ELMO,Tsukiya (Story & Art),True
Kimi wo Aishita Hitori no Boku e,"Romance,Sci-Fi",/A,11407,,1,Unknown,Movie ,Oct 2022 , Oct 2022,89700,7.48,3040.0,16915.0,782.0,11,"Jun  23, 2016",[],,"Yomoji, Otono (Story)",True
Kaminaki Sekai no Kamisama Katsudou,"Action,Comedy,Fantasy,Ecchi",/A,19772,,Unknown,Unknown,TV ,Apr 2023 , Jul 2023,184178,7.08,7536.0,3643.0,5441.0,Unknown,"May  1, 2019 to ?",['Seinen'],Monthly Hero's,"Akashiro, Aoi (Story), Hangetsuban, Sonshou (Art)",True
Kakegurui Twin,"Drama,Mystery",/A,4780,,Unknown,Unknown,ONA ,Aug 2022 , Aug 2022,110794,7.86,1103.0,2071.0,9279.0,Unknown,"Sep  19, 2015 to ?",['Shounen'],Gangan Joker,"Kawamoto, Homura (Story), Saiki, Katsura (Art)",True
Kagami no Kojou,"Drama,Fantasy,Mystery",/A,19744,,1,Unknown,Movie ,Dec 2022 , Dec 2022,30346,8.09,597.0,15625.0,888.0,13,"May  11, 2017",[],,"Tsujimura, Mizuki (Story)",True
Kage no Jitsuryokusha ni Naritakute!,"Action,Comedy,Fantasy",/A,3131,,Unknown,Unknown,TV ,Oct 2022 , Feb 2023,660103,8.44,186.0,812.0,21647.0,Unknown,"Nov  5, 2018 to ?",[],,"Touzai (Art), Aizawa, Daisuke (Story)",True
Fuuto Tantei,"Action,Drama,Mystery,Supernatural",/A,7063,,Unknown,Unknown,TV ,Aug 2022 , Oct 2022,68253,7.64,2000.0,9461.0,1806.0,Unknown,"Aug  7, 2017 to ?",['Seinen'],Big Comic Spirits,"Sanjou, Riku (Story), Satou, Masaki (Art)",True
Isekai Ojisan,"Comedy,Fantasy",/A,5181,,Unknown,Unknown,TV ,Jul 2022 , Mar 2023,358044,7.88,1042.0,942.0,18710.0,Unknown,"Jun  29, 2018 to ?",[],Web Comic Apanta,Hotondo Shindeiru (Story & Art),True
"Fuufu Ijou, Koibito Miman.","Comedy,Drama,Romance",/A,6795,,Unknown,Unknown,TV ,Oct 2022 , Dec 2022,315830,7.79,1331.0,338.0,46914.0,Unknown,"Mar  2, 2018 to ?",['Seinen'],Young Ace,"Kanamaru, Yuuki (Story & Art)",True
Chainsaw Man,"Action,Adventure",/A,463,,Unknown,Unknown,TV ,Oct 2022 , Dec 2022,1552791,8.73,45.0,4.0,595803.0,Unknown,"Dec  3, 2018 to ?",['Shounen'],Shounen Jump+,"Fujimoto, Tatsuki (Story & Art)",True
Boku ga Aishita Subete no Kimi e,"Romance,Sci-Fi",/A,10717,,1,Unknown,Movie ,Oct 2022 , Oct 2022,97225,7.46,3216.0,14136.0,1039.0,10,"Jun  23, 2016",[],,"Yomoji, Otono (Story)",True
Boku ga Aishita Subete no Kimi e,"Romance,Sci-Fi",/A,10717,,1,Unknown,Movie ,Oct 2022 , Oct 2022,97225,7.46,3216.0,14136.0,1039.0,10,"Jun  23, 2016",[],,"Yomoji, Otono (Story)",True
Bocchi the Rock!,"Comedy,Slice of Life",/A,6755,,Unknown,Unknown,TV ,Oct 2022 , Dec 2022,590200,8.31,289.0,1020.0,17508.0,Unknown,"Dec  19, 2017 to ?",[],Manga Time Kirara MAX,"Hamaji, Aki (Story & Art)",True
4-nin wa Sorezore Uso wo Tsuku,"Comedy,Slice of Life",/A,19417,,Unknown,Unknown,TV ,Oct 2022 , Dec 2022,37474,7.06,7748.0,15286.0,921.0,34,"Apr  9, 2020 to Mar  9, 2023",['Shounen'],Bessatsu Shounen Magazine,"Kashihara, Madoka (Story & Art)",True
Yofukashi no Uta,"Romance,Supernatural",/A,2181,,Unknown,Unknown,TV ,Jul 2022 , Sep 2022,600869,8.17,460.0,172.0,82877.0,Unknown,"Aug  28, 2019 to ?",['Shounen'],Shounen Sunday,Kotoyama (Story & Art),True
Yoru wa Neko to Issho,"Comedy,Slice of Life",/A,20310,,Unknown,Unknown,TV ,Aug 2022 , Jan 2023,13977,7.38,3885.0,14310.0,1020.0,Unknown,"Oct  29, 2020 to ?",[],,Kyuru Z (Story & Art),True
Under Ninja,"Action,Comedy,Drama,Slice of Life",/A,8576,,Unknown,Unknown,TV ,Oct 2023 , Dec 2023,65056,7.14,6736.0,3724.0,5335.0,Unknown,"Jul  23, 2018 to ?",['Seinen'],Young Magazine (Weekly),"Hanazawa, Kengo (Story & Art)",True
Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,"Comedy,Fantasy,Romance",/A,20197,,Unknown,Unknown,TV ,Jan 2023 , Mar 2023,92109,7.72,1623.0,2982.0,6670.0,Unknown,"Jun  5, 2019 to ?",['Shoujo'],B's-LOG Comic,"Sakaki, Rumiwo (Art), Enoshima, Suzu (Story)",True
Soredemo Ayumu wa Yosetekuru,"Comedy,Slice of Life",/A,2970,,Unknown,Unknown,TV ,Jul 2022 , Sep 2022,165233,7.51,2839.0,478.0,34776.0,225,"Mar  6, 2019 to Nov  15, 2023",['Shounen'],Shounen Magazine (Weekly),"Yamamoto, Souichirou (Story & Art)",True
Pluto,"Action,Mystery,Sci-Fi",/A,5601,,Unknown,Unknown,ONA ,Oct 2023 , Oct 2023,166718,8.63,80.0,103.0,117146.0,65,"Sep  9, 2003 to Apr  1, 2009",['Seinen'],Big Comic Original,"Urasawa, Naoki (Story & Art), Tezuka, Osamu (Story)",True
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,"Comedy,Romance",/A,19952,,Unknown,Unknown,TV ,Jan 2023 , Mar 2023,319358,8.49,147.0,984.0,17963.0,Unknown,"Jun  14, 2019 to ?",[],,"Kazutake, Hazano (Art), Hanekoto (Art), Saeki-san (Story)",True
Oniichan wa Oshimai!,"Comedy,Slice of Life",/A,19942,,Unknown,Unknown,TV ,Jan 2023 , Mar 2023,151528,7.78,1374.0,995.0,17810.0,Unknown,"Jun  27, 2018 to ?",[],,Nekotoufu (Story & Art),True
Otonari ni Ginga,"Comedy,Romance",/A,19951,,Unknown,Unknown,TV ,Apr 2023 , Jun 2023,142887,7.44,3369.0,2148.0,9044.0,37,"Apr  7, 2020 to May  6, 2023",['Seinen'],good! Afternoon,"Amagakure, Gido (Story & Art)",True
Nozomanu Fushi no Boukensha,"Action,Adventure,Fantasy",/A,19936,,Unknown,Unknown,TV ,Jan 2024 , Mar 2024,136104,7.38,3906.0,1058.0,16985.0,Unknown,"Nov  24, 2017 to ?",[],Comic Gardo,"Nakasone, Haiji (Art), Okano, Yuu (Story)",True
"Natsu e no Tunnel, Sayonara no Deguchi","Drama,Mystery,Sci-Fi",/A,5844,,1,Unknown,Movie ,Sep 2022 , Sep 2022,156492,8.36,240.0,3966.0,5002.0,6,"Jul  18, 2019",[],,"Hachimoku, Mei (Story), Kukka (Art)",True
Migi to Dali,"Comedy,Mystery",/A,19876,,Unknown,Unknown,TV ,Oct 2023 , Dec 2023,77082,7.85,1112.0,5101.0,3764.0,44,"Jul  15, 2017 to Nov  15, 2021",['Seinen'],Harta,"Sano, Nami (Story & Art)",True
Niehime to Kemono no Ou,"Fantasy,Romance",/A,7351,,Unknown,Unknown,TV ,Apr 2023 , Sep 2023,75748,7.94,866.0,1252.0,14900.0,89,"Aug  5, 2015 to Oct  20, 2020",['Shoujo'],Hana to Yume,"Tomofuji, Yuu (Story & Art)",True
Meitantei Conan: Hannin no Hanzawa-san,"Comedy,Mystery",/A,11572,,Unknown,Unknown,TV ,Oct 2022 , Dec 2022,13101,7.14,6731.0,13932.0,1061.0,Unknown,"May  25, 2017 to ?",['Shounen'],Shounen Sunday Super,"Kanba, Mayuko (Story & Art)",True
Nanatsu no Maken ga Shihai suru,"Action,Fantasy",/A,19925,,Unknown,Unknown,TV ,Jul 2023 , Oct 2023,149334,7.61,2188.0,6696.0,2784.0,Unknown,"Sep  7, 2018 to ?",[],,"Uno, Bokuto (Story), Miyuki, Ruria (Art)",True
Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,"Action,Adventure,Fantasy",/A,8301,,Unknown,Unknown,TV ,Jan 2023 , Mar 2023,168222,7.33,4356.0,13949.0,1058.0,Unknown,"Sep  25, 2019 to ?",[],,"Fuji, Shinta (Story), Kuroi, Susumu (Art)",True
Mato Seihei no Slave,"Action,Fantasy,Supernatural",/A,5011,,Unknown,Unknown,TV ,Jan 2024 , Mar 2024,182136,7.62,2131.0,248.0,62478.0,Unknown,"Jan  5, 2019 to ?",['Shounen'],Shounen Jump+,"Takemura, Youhei (Art), Takahiro (Story)",True
Mamahaha no Tsurego ga Motokano datta,"Comedy,Romance",/A,3342,,Unknown,Unknown,TV ,Jul 2022 , Sep 2022,291167,7.56,2507.0,3796.0,5231.0,Unknown,"Dec  1, 2018 to ?",[],,"TakayaKi (Art), Kamishiro, Kyousuke (Story)",True
Semantic Error,"Boys Love,Slice of Life",14025,20060,,4,4 min. per ep.,ONA ,Mar 2021 , Apr 2021,8391,8.05,650.0,3777.0,5254.0,Unknown,"Jul  27, 2020 to ?",[],,"J. Soori (Story), Angy (Art)",True
Otoko Ippiki Gaki Daishou,"Action,Drama",13459,11820,,156,10 min. per ep.,TV ,Sep 1969 , Mar 1970,1592,7.3,4691.0,17086.0,767.0,152,"Nov  29, 1968 to Feb  27, 1973",['Shounen'],Shounen Jump (Weekly),"Motomiya, Hiroshi (Story & Art)",True
Baraou no Souretsu,"Action,Drama,Supernatural",10827,2747,5.48,24,23 min. per ep.,TV ,Jan 2022 , Jun 2022,60513,8.05,643.0,972.0,18137.0,78,"Oct  4, 2013 to Jan  6, 2022",['Shoujo'],Princess,"Kanno, Aya (Story & Art)",True
Eiga Daisuki Pompo-san,"Comedy,Drama",10523,11250,5.58,1,15 sec.,Movie ,Jun 2021 , Jun 2021,48265,7.12,6965.0,17475.0,739.0,Unknown,"Aug  26, 2017 to May  27, 2021",[],,"Sugitani, Shougo (Story & Art)",True
"Kono Healer, Mendokusai","Adventure,Comedy,Fantasy",10063,3518,5.71,12,23 min. per ep.,TV ,Apr 2022 , Jun 2022,59730,7.02,8442.0,5268.0,3636.0,Unknown,"Jul  31, 2019 to ?",[],ComicWalker,Tannen ni Hakkou (Story & Art),True
Karakuri Circus,"Action,Mystery",9705,11005,5.8,1,30 sec.,TV ,Oct 2018 , Jun 2019,132342,7.95,841.0,2440.0,8045.0,426,"Jul  9, 1997 to May  31, 2006",['Shounen'],Shounen Sunday,"Fujita, Kazuhiro (Story & Art)",True
Dungeon Meshi,"Fantasy,Gourmet",9303,10160,5.91,2,58 sec. per ep.,TV ,Jan 2024 , Jun 2024,305255,8.48,158.0,261.0,59332.0,102,"Feb  15, 2014 to Sep  15, 2023",['Seinen'],Harta,"Kui, Ryoko (Story & Art)",True
Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"Adventure,Fantasy,Romance",8165,1468,6.15,12,23 min. per ep.,TV ,Oct 2021 , Dec 2021,207286,7.0,8771.0,3594.0,5525.0,Unknown,"Sep  30, 2014 to ?",[],,"U35 (Art), Miku (Story)",True
Wild 7,"Action,Drama",7970,9462,6.19,2,55 min. per ep.,OVA ,Dec 1994 , Feb 1995,3289,7.59,2306.0,24827.0,388.0,Unknown,Sep  1969 to Jun  1979,['Shounen'],Shounen King,"Mochizuki, Mikiya (Story & Art)",True
Juuou Mujin no Fafnir,"Fantasy,Romance",7915,1308,6.2,12,24 min. per ep.,TV ,Jan 2015 , Mar 2015,158475,7.15,6609.0,11302.0,1422.0,90,"Jul  2, 2013 to Nov  2, 2017",[],,"Korie, Riko (Art), Tsukasa (Story)",True
Beatless,"Action,Drama,Romance,Sci-Fi",7903,1210,6.2,20,24 min. per ep.,TV ,Jan 2018 , Jun 2018,174116,6.94,9444.0,9781.0,1739.0,14,"Jun  10, 2011 to Jul  10, 2012",[],Newtype,"redjuice (Art), Hase, Satoshi (Story)",True
Hidan no Aria AA,"Action,Girls Love",7845,1812,6.21,12,23 min. per ep.,TV ,Oct 2015 , Dec 2015,103148,7.74,1502.0,23014.0,450.0,Unknown,"Jan  23, 2015 to ?",[],,"Akamatsu, Chuugaku (Story), Kobuichi (Art)",True
Kyoushoku Soukou Guyver,"Action,Horror,Sci-Fi",7742,6816,6.23,1,54 min.,Movie ,Dec 1986 , Dec 1986,7397,7.75,1475.0,5040.0,3824.0,201,"Jan  1985 to Apr  26, 2016",['Shounen'],Shounen Ace,"Takaya, Yoshiki (Story & Art)",True
Buddy Go!,"Comedy,Romance",7727,6855,6.23,3,1 min. per ep.,Special ,Apr 2016 , Apr 2016,6599,7.6,2201.0,3587.0,5531.0,58,"Sep  3, 2014 to May  1, 2018",['Shoujo'],Ribon Magazine,"Kurosaki, Minori (Story & Art)",True
Togainu no Chi,"Action,Boys Love,Sci-Fi",7673,1969,6.25,12,24 min. per ep.,TV ,Oct 2010 , Dec 2010,89391,7.43,3428.0,4260.0,4583.0,Unknown,"Mar  2006 to Jul  1, 2013",['Shoujo'],Comic B's-LOG,"Chayamachi, Suguro (Art), Nitroplus (Story)",True
Kyoukai no Rinne,"Comedy,Supernatural",7627,7099,6.26,1,30 sec.,TV ,Apr 2015 , Sep 2015,88968,7.14,6705.0,2025.0,9428.0,398,"Apr  22, 2009 to Dec  13, 2017",['Shounen'],Shounen Sunday,"Takahashi, Rumiko (Story & Art)",True
Komori-san wa Kotowarenai!,"Comedy,Slice of Life",7653,2279,6.25,12,2 min. per ep.,TV ,Oct 2015 , Dec 2015,77101,7.14,6628.0,3925.0,5046.0,Unknown,"Feb  27, 2012 to ?",[],Manga Time Original,Cool-kyou Shinja (Story & Art),True
Kujibiki♥Unbalance,"Comedy,Romance",7626,4945,6.26,12,23 min. per ep.,TV ,Oct 2006 , Dec 2006,14458,6.99,8831.0,11458.0,1395.0,14,"Sep  25, 2006 to Dec  25, 2007",['Seinen'],Afternoon,"Kio, Shimoku (Story), Koume, Keito (Art)",True
Chocolat no Mahou,"Drama,Supernatural",7609,6170,6.26,13,13 min. per ep.,OVA ,Mar 2011 , Jan 2013,9154,7.4,3693.0,7846.0,2298.0,Unknown,"Sep  3, 2008 to ?",['Shoujo'],Ciao DX,"Rino, Mizuho (Story & Art)",True
Tenshi Kinryouku,"Action,Drama,Romance,Supernatural",7458,2739,6.29,3,29 min. per ep.,OVA ,May 2000 , Aug 2000,49980,7.9,970.0,677.0,25635.0,120,"Jul  5, 1994 to Oct  20, 2000",['Shoujo'],Hana to Yume,"Yuki, Kaori (Story & Art)",True
Berserk,"Action,Adventure,Drama,Fantasy,Horror,Supernatural",7387,602,6.3,12,24 min. per ep.,TV ,Jul 2016 , Sep 2016,366255,9.47,1.0,1.0,670559.0,Unknown,"Aug  25, 1989 to ?",['Seinen'],Young Animal,"Miura, Kentarou (Story & Art), Studio Gaga (Art)",True
Angelique,"Drama,Fantasy,Romance,Sci-Fi",7384,6932,6.3,3,30 min. per ep.,OVA ,Mar 2004 , Mar 2005,6863,6.92,9817.0,16900.0,784.0,59,"Nov  23, 1995 to Mar  24, 2003",['Shoujo'],Asuka,"Yura, Kairi (Story & Art)",True
Kuma Miko,"Comedy,Slice of Life",7338,2161,6.31,12,24 min. per ep.,TV ,Apr 2016 , Jun 2016,76121,7.09,7292.0,8776.0,1986.0,Unknown,"Apr  5, 2013 to ?",['Seinen'],Comic Flapper,"Yoshimoto, Masume (Story & Art)",True
Triage X,"Action,Adventure,Ecchi",7272,1311,6.32,10,23 min. per ep.,TV ,Apr 2015 , Jun 2015,166050,7.12,6957.0,1590.0,12152.0,Unknown,"Apr  9, 2009 to ?",['Shounen'],Dragon Age,"Satou, Shouji (Story & Art)",True
Hundred,"Action,Romance,Sci-Fi,Ecchi",7221,568,6.33,12,24 min. per ep.,TV ,Apr 2016 , Jun 2016,373781,7.31,4565.0,6779.0,2738.0,116,"Nov  15, 2012 to Oct  15, 2018",[],,"Ookuma, Nekosuke (Art), Misaki, Jun (Story)",True
Mahou Shoujo Tokushusen Asuka,"Action,Drama",7204,2084,6.34,12,24 min. per ep.,TV ,Jan 2019 , Mar 2019,85945,7.06,7737.0,3471.0,5734.0,69,"Jun  25, 2015 to Feb  25, 2021",['Seinen'],Big Gangan,"Fukami, Makoto (Story), Tokiya, Seigo (Art)",True
Choujin Locke,"Action,Sci-Fi",7184,8487,6.34,1,1 hr. 59 min.,Movie ,Mar 1984 , Mar 1984,4279,7.46,3183.0,18909.0,650.0,Unknown,1979 to  1989,['Shounen'],,"Hijiri, Yuki (Story & Art)",True
ChäoS;Child,"Mystery,Sci-Fi,Supernatural",7183,1469,6.34,12,23 min. per ep.,TV ,Jan 2017 , Mar 2017,134105,6.99,8888.0,14509.0,998.0,26,"Dec  29, 2015 to Feb  28, 2018",[],Dengeki G's Comic,Re,True
Futari Ecchi,"Comedy,Romance,Slice of Life,Ecchi",7191,3300,6.34,4,27 min. per ep.,OVA ,Jul 2002 , Jan 2004,37456,7.26,5186.0,1216.0,15179.0,Unknown,Jan  1997 to ?,['Seinen'],Young Animal,"Katsu, Aki (Story & Art)",True
"Tantei wa Mou, Shindeiru.","Comedy,Drama,Mystery,Romance",7167,644,6.34,12,25 min. per ep.,TV ,Jul 2021 , Sep 2021,372911,7.72,1627.0,2847.0,6957.0,Unknown,"Nov  25, 2019 to ?",[],,"Umibouzu (Art), Nigojuu (Story)",True
Sanctuary,"Action,Drama,Suspense",7158,7819,6.34,1,1 hr. 7 min.,OVA ,May 1996 , May 1996,5776,8.24,369.0,512.0,33253.0,108,1990 to  1995,['Seinen'],Big Comic Superior,"Ikegami, Ryouichi (Art), Buronson (Story)",True
RPG Fudousan,"Comedy,Fantasy",7135,3729,6.35,12,23 min. per ep.,TV ,Apr 2022 , Jun 2022,47231,7.18,6202.0,15297.0,919.0,Unknown,"Apr  28, 2018 to ?",[],Manga Time Kirara Carat,"Kenmotsu, Chiyo (Story & Art)",True
Babel Nisei,"Adventure,Sci-Fi,Supernatural",7104,10254,6.35,39,25 min. per ep.,TV ,Jan 1973 , Sep 1973,2455,6.97,9177.0,16596.0,805.0,63,"Jul  5, 1971 to Nov  12, 1973",['Shounen'],Shounen Champion (Weekly),"Yokoyama, Mitsuteru (Story & Art)",True
Venus Versus Virus,"Drama,Romance,Supernatural",7066,3564,6.36,12,24 min. per ep.,TV ,Jan 2007 , Mar 2007,30497,7.14,6670.0,4160.0,4746.0,37,"Jun  27, 2005 to Jul  26, 2008",['Seinen'],Dengeki Daioh,"Suzumi, Atsushi (Story & Art)",True
Seikon no Qwaser,"Action,Supernatural,Ecchi",7037,640,6.37,24,24 min. per ep.,TV ,Jan 2010 , Jun 2010,332407,6.98,8914.0,1466.0,13087.0,119,"Aug  19, 2006 to Jul  19, 2016",['Seinen'],Champion RED,"Satou, Kenetsu (Art), Yoshino, Hiroyuki (Story)",True
Tetsujin 28-gou,"Adventure,Sci-Fi",7039,8797,6.37,96,25 min. per ep.,TV ,Oct 1963 , May 1965,4051,7.46,3209.0,18883.0,651.0,307,Jul  1956 to May  1966,['Shounen'],,"Yokoyama, Mitsuteru (Story & Art)",True
Happy Happy Clover,"Comedy,Fantasy",7019,10475,6.37,13,25 min. per ep.,TV ,Jul 2007 , Sep 2007,1968,7.29,4873.0,12047.0,1299.0,60,"Jul  2, 2005 to Oct  3, 2008",['Shoujo'],Ciao,"Tatsuyama, Sayuri (Story & Art)",True
Shin Megami Tensei Devil Children,"Action,Adventure,Fantasy,Sci-Fi,Supernatural",6970,9358,6.38,50,23 min. per ep.,TV ,Oct 2000 , Sep 2001,3412,6.98,8923.0,20786.0,548.0,26,"Mar  6, 2001 to ?",['Kids'],,"Fujii, Hideaki (Story & Art), Atlus (Story)",True
Kämpfer,"Action,Comedy,Girls Love,Romance,Ecchi",6927,745,6.39,12,24 min. per ep.,TV ,Oct 2009 , Dec 2009,290504,7.05,7901.0,7651.0,2364.0,64,"Nov  24, 2006 to Mar  25, 2010",[],,"Tsukiji, Toshihiko (Story), Senmu (Art)",True
Tokyo Ghoul:re,"Action,Fantasy,Horror",6955,118,6.39,12,24 min. per ep.,TV ,Apr 2018 , Jun 2018,1196181,8.28,324.0,21.0,279753.0,181,"Oct  16, 2014 to Jul  5, 2018",['Seinen'],Young Jump,"Ishida, Sui (Story & Art)",True
Eromanga-sensei,"Comedy,Drama,Romance,Ecchi",6913,243,6.39,12,23 min. per ep.,TV ,Apr 2017 , Jun 2017,725978,7.21,5767.0,2718.0,7294.0,59,"Dec  10, 2013 to Aug  10, 2022",[],,"Fushimi, Tsukasa (Story), Kanzaki, Hiro (Art)",True
Kanojo ga Flag wo Oraretara,"Comedy,Romance",6925,1069,6.39,13,24 min. per ep.,TV ,Apr 2014 , Jun 2014,198007,7.02,8470.0,4331.0,4494.0,42,"Nov  4, 2011 to Feb  26, 2015",['Shounen'],Shounen Rival,"Nagian (Art), Takei, Touka (Story)",True
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,"Boys Love,Comedy,Sports",6859,6586,6.4,2,26 min. per ep.,OVA ,Mar 2002 , Jul 2002,7485,7.29,4848.0,14891.0,957.0,12,1999 to ?,[],Chara,"Minekura, Kazuya (Story & Art)",True
Shin Chuuka Ichiban!,"Comedy,Gourmet",6726,5421,6.43,12,24 min. per ep.,TV ,Oct 2019 , Dec 2019,11983,7.21,5786.0,22618.0,466.0,108,"Dec  4, 1996 to Apr  28, 1999",['Shounen'],Shounen Magazine (Weekly),"Ogawa, Etsushi (Story & Art)",True
Yume Tsukai,"Drama,Fantasy,Slice of Life",6736,5935,6.43,12,24 min. per ep.,TV ,Apr 2006 , Jun 2006,9669,6.98,8924.0,11606.0,1370.0,36,"Jan  25, 2001 to Dec  25, 2003",['Seinen'],Afternoon,"Ueshiba, Riichi (Story & Art)",True
Beyblade Burst,"Action,Adventure,Sci-Fi,Sports",6690,3723,6.43,51,24 min. per ep.,TV ,Apr 2016 , Mar 2017,33136,7.13,6763.0,20912.0,542.0,134,"Jul  15, 2015 to Feb  28, 2022",['Kids'],CoroCoro Comic,"Morita, Hiro (Story & Art)",True
Getsuyoubi no Tawawa,"Slice of Life,Ecchi",6676,1426,6.44,12,4 min. per ep.,ONA ,Oct 2016 , Dec 2016,156650,7.01,8589.0,1822.0,10522.0,Unknown,"Nov  16, 2020 to ?",['Seinen'],Young Magazine (Weekly),"Himura, Kiseki (Story & Art)",True
Bad Boys,"Action,Comedy",6688,9239,6.43,5,45 min. per ep.,OVA ,Sep 1993 , Aug 1998,3484,7.05,7948.0,9485.0,1800.0,169,1988 to  1996,['Seinen'],Young King,"Tanaka, Hiroshi (Story & Art)",True
Centaur no Nayami,"Comedy,Fantasy,Slice of Life",6664,1957,6.44,12,23 min. per ep.,TV ,Jul 2017 , Sep 2017,94373,7.26,5141.0,2689.0,7380.0,Unknown,"Dec  18, 2010 to ?",['Seinen'],Comic Ryu,"Murayama, Kei (Story & Art)",True
Seikoku no Dragonar,"Comedy,Fantasy,Ecchi",6612,976,6.45,12,24 min. per ep.,TV ,Apr 2014 , Jun 2014,225612,7.25,5312.0,7411.0,2464.0,178,"Jun  25, 2010 to Nov  25, 2015",[],,"Mizuchi, Shiki (Story), Shimesaba, Kohada (Art)",True
Pet,"Mystery,Supernatural",6607,1910,6.45,13,23 min. per ep.,TV ,Jan 2020 , Mar 2020,94745,6.98,8958.0,12946.0,1174.0,55,"Jul  29, 2002 to Oct  27, 2003",['Seinen'],Big Comic Spirits,"Miyake, Ranjou (Story & Art)",True
Sabu to Ichi Torimono Hikae,"Action,Adventure,Drama,Slice of Life",6611,9836,6.45,52,25 min. per ep.,TV ,Oct 1968 , Sep 1969,2941,7.5,2894.0,11940.0,1314.0,83,1966 to Mar  1972,['Shounen'],Shounen Sunday,"Ishinomori, Shoutarou (Story & Art)",True
"Ore, Twintail ni Narimasu.","Action,Comedy,Fantasy,Romance",6605,1290,6.45,12,24 min. per ep.,TV ,Oct 2014 , Dec 2014,161314,7.2,5957.0,11108.0,1453.0,Unknown,"Jun  19, 2012 to Dec  18, 2020",[],,"Kasuga, Ayumu (Art), Mizusawa, Yume (Story)",True
